RowHeader|vs.G_OperatingRevenueAccount|vs.D_G_OperatingRevenueAccount|vs.G_EPSAccount|vs.D_G_EPSAccount|vs.D_GrossMarginAccount|vs.D_OperatingMarginAccount|vs.D_EBITDAMarginAccount|vs.D_NetMarginAccount|vs.ROAAccount|vs.D_ROAAccount|vs.ROEAccount|vs.D_ROEAccount|vs.AssetTOAccount|vs.D_AssetTOAccount|vs.D_R_NetInterestExpense_OperatingProfitAccount|vs.D_R_Debt_EquityAccount|vs.D_CurrentRatioIAccount|vs.D_R_Cash_WCAccount|vs.D_R_Liabilities_AssetsAccount|vs.D_CCCAccount|vs.D_ResearchDevelopmentIntensityAccount
ai006461.01|-0.74088004213745495274|1.76486317902017875170|-1.06816420051782978717|-0.10104711991299290819|-1.86260216274869683240|-1.52180453739448995343|-1.53222743774191627608|-0.52857245898015092767|-0.45069873831631779293|-0.28300551330793627391|-0.50045139919981751486|-0.21040763165462464390|-1.01996532726802802138|0.10366786669365535278|0.59944538894076215829|-0.47429002010480453277|-0.12540022228119199199|-0.15491775848118280456|-0.95759501317535156151|-0.38031303096851859502|-0.15225531240014683609
ai030612.01|0.24226776634020263934|-0.11671931362675530552|0.07749164590537194197|0.13578571591115565220|-0.69119912255545579161|0.58446664303347395375|0.51515809635445475312|0.09580945077741712113|-0.00806884202248371249|0.05241999517624178900|-0.28645978550280382091|0.00487253493981540473|1.47328349466050823047|-0.54069900406995785591|-0.99649703372668774204|-0.35459124505731903776|-1.65578743150992790945|-0.14100600158461035205|-0.53910420853758911353|-0.20736302211734480849|-0.15225531240014683609
ai030463.01|-1.98213759152339719094|-2.14632906078513618908|-1.23222739462824248946|-1.00557056643173114985|-0.00509695688655485007|-0.99882966467918687936|-0.71875194937115571836|-0.24075417087015443807|0.18754621702770885028|-1.30749501773772380808|0.00645900113850826456|-1.16804322760078771459|0.12667733088887811466|-2.34295092176068742162|-0.03313941248268294920|-0.16763301875286260034|-0.21514048743040017908|-0.14100600158461035205|0.18731119516378413881|2.29173182598610214455|-0.08335045052820497236
ai028139.01|0.05122110933619324763|0.72407101231413772968|-1.30522151482895254482|-1.74170962730196143831|-0.28964747568495941010|0.01157423121218052742|-0.06943941449880244865|-0.50249715426887564540|0.08558359834840804925|-1.34349367489029436484|-0.03457944966817484006|-1.23106656457398400129|1.33976310426827138755|-0.54210376531323989369|-0.31669643262758578883|-0.52538316265368589786|-0.40746713041336896088|-0.24200125864061197700|-0.85294818717639919736|-0.07847864536917643907|-0.32570932816130232501
ai029150.01|-0.29481920743710199329|0.27284239305090834948|-0.64846748751880622930|-0.50851880820816452999|-1.27554985360198136490|-0.93732112281761392758|-1.15602095693692441536|-0.23170424579307877244|0.66869838980741269641|-0.66945291423565811417|-0.00499515458913035205|-0.38441876062989810414|1.36787182290929076878|0.48507994393336945071|-0.03313941248268294920|-0.36672403575562811939|-0.37737392529088215065|0.11552171185035793599|-0.64602552788274447693|-0.91362765078444663214|-0.15225531240014683609
ai029131.01|-1.30180648131058096517|-1.87852608491346795283|-1.16678973083717396619|0.13578571591115565220|1.08695877851960465144|0.54129626813705344901|0.38376224103333367310|-0.10346520604866642212|-0.50558956117832520860|-0.27384028721318504074|-0.49979629471736081170|-0.27972069574331082098|0.02146927103476435963|-1.12481815124190909216|-0.29367869679231023428|-0.40733894832885930715|-0.29527175505831465552|0.45953409100504216678|-0.64240004775233205958|-0.85850088641509436638|0.12157773501692796525
ai025572.01|0.21759715582527550115|1.58333024142908285192|-0.00962994758712003296|-0.03650502549412840830|-0.50127178402275829328|-0.15112423477701644736|-0.36027777342823852358|0.05554290114561259012|0.17790577478311850324|0.00250363595029268714|-0.36656611115005782731|0.02750313972537004811|0.96958143328484902579|0.04277083297737376000|-0.03531189696328463495|-0.29050921633980075764|-0.19643530775500253616|-0.19446299384238457941|-0.13364715894923520634|-0.89764880268112745565|-0.13963936695650050468
ai028924.01|-0.92104070156567952044|2.08917696065524571836|-0.00962994758712056205|0.13578571591115565220|-0.63045917058853895298|0.25823311003669696673|0.06418018924554244609|0.26497083759091233368|-0.70072419419877762792|0.53362495227554496147|-0.51837162354351051796|0.52348307950465866600|1.44888115142710915961|2.34841781018587747454|-1.25762291555423844081|-0.47222081589878550645|-0.51974406189886457330|-0.14100600158461035205|-0.51524485937003661196|-0.20736302211734480849|-0.15225531240014683609
ai028762.01|-0.07269351990406516806|0.88348590325627263109|0.23546163806696940313|0.30353761788415523082|-0.31150880886025072991|-0.06146704416039197594|-0.17198633187476247697|0.12145585049713403247|-0.37926373692490239486|0.18034925208950405850|-0.32975438173967619448|0.11010912816638442069|2.32370643753200623038|-0.96480146234600805411|0.13283517709116282601|-0.02829866353384574013|-0.07276689767113798946|-0.15440971351825275026|0.21727835656624913674|-0.20736302211734480849|-0.15225531240014683609
ai028742.01|0.26914002557488503342|0.39545334503693668760|-1.99308631512618017467|-1.53867765068896567016|0.16626781629153897235|-0.10933164847511071816|-0.16604158530030119212|-0.86350021042151448025|-0.56670104341378224611|-1.15500766263337451001|-0.48055467235229865075|-0.90981042093390862568|-0.00888874062158101150|0.21999985783897163527|-0.06660147478700706447|-0.12785801469071506054|-0.87189344533814683302|-0.92060949109536038826|0.01199173539525853066|-0.20736302211734480849|0.38015167803127453139
