RowHeader|vs.G_OperatingRevenueAccount|vs.D_G_OperatingRevenueAccount|vs.G_EPSAccount|vs.D_G_EPSAccount|vs.D_GrossMarginAccount|vs.D_OperatingMarginAccount|vs.D_EBITDAMarginAccount|vs.D_NetMarginAccount|vs.ROAAccount|vs.D_ROAAccount|vs.ROEAccount|vs.D_ROEAccount|vs.AssetTOAccount|vs.D_AssetTOAccount|vs.D_R_NetInterestExpense_OperatingProfitAccount|vs.D_R_Debt_EquityAccount|vs.D_CurrentRatioIAccount|vs.D_R_Cash_WCAccount|vs.D_R_Liabilities_AssetsAccount|vs.D_CCCAccount|vs.D_ResearchDevelopmentIntensityAccount
ai031453.01|0.26745592699277409565|0.95726229411394214708|0.68125672357179178906|0.54086082007450264619|-0.14122267768178248248|0.19485511920746570458|0.10342448527474377984|0.13585575467827815110|-0.20107010656435417295|0.20528905902464075761|-0.05944498361405584075|0.26785164730326432858|2.08471800684149943805|-1.99613035181755282821|0.05948859364324844690|0.67257744384570472551|0.15566218037608900437|-0.22817367935806481816|1.10031780599946071852|0.36353785510350494770|-0.13253489455876782399
ai004926.01|-0.19182849113609656833|0.56434513487675252996|0.15743833967016152009|-1.00933961316576392697|-0.50572995851442203996|-0.25197784002625761568|-0.38548034964675648162|0.13384633967812945010|-0.04524629075701962905|0.20089214591367862695|-0.13149225443305237460|0.07529318919225770623|-0.04903396677785979568|0.39700220359215820931|0.41826349910871912785|-0.37913123197883641380|-0.89268767737411225394|-0.63601977453605762491|-0.44664091620158524742|0.52085748055696245995|-0.00489932957161577295
ai006461.01|-1.36099218288756174111|1.26610596736168479204|-1.07472412837006681130|-0.15411229456184147302|-1.50164017099512347997|-1.43983365474777946780|-1.19942236733971463458|-0.50435143573478791179|-0.43657487492580815402|-0.36030241733436829676|-0.51500924226669153594|-0.26636707655170693831|-1.03391763103321654427|-0.37634920632547486097|0.56327183029176819407|-0.39927463484878200628|-0.14891906904507495879|-0.10262433995212343063|-0.56309175789278020918|-0.04449505612848514424|-0.13253489455876782399
ai030612.01|0.34523962233804073030|0.20258549364606273646|0.43271468198269164018|0.11398039563036632682|-0.73379899233886003440|0.59507703629059105488|0.55755890931660645471|0.14789580208751651469|0.14660010885166779859|0.28092320815562193959|-0.21875943254373719782|0.09823382532174740334|1.49391095980692800715|0.24732264892838676240|-1.33370420624804508769|-0.57583050706757810122|-2.09818178377287090086|-0.11480089502568698034|-1.31484429749849374147|-0.14490884915315724313|-0.13253489455876782399
ai030463.01|-2.05050412719936492323|-2.19478264239551590364|-1.26869485409118865071|-1.03169368987446308239|0.03608655466125369055|-1.01904383608583692933|-0.73098050420687721296|-0.28119613643382135315|0.15434836175797692071|-1.32594012776185832259|-0.00379283973224942526|-1.19051498056589832863|0.09452759254493620089|-2.35010812886855502413|-0.00072697308635841630|-0.21404885837587542263|-0.14360652381739802408|-0.11480089502568698034|0.13556118804187933247|2.31524498106310483436|-0.06434627088820740748
ai029791.01|-1.32689782550098378522|-1.45393697924290221657|0.74359171213085428764|0.11398039563036632682|-0.23024930735276635807|0.77873765459274901790|0.59766094205184849830|0.93873981247689430862|0.33479502031572044851|0.54657970877791350883|-0.35292010840386600634|0.20601532280831036381|-0.85743646253626437659|-0.66915868436432701660|-0.00072697308635841630|-0.38646565834643675785|-0.24395278722886667988|0.18163160426117291868|-0.67596851064824226007|0.64519931632245131059|-1.41030967560165731989
ai029217.01|0.49269470346495913837|2.32034073560877907028|-0.03552624476173443790|0.11398039563036632682|-0.11519070393205438352|0.60645502582799315494|0.23316467288402098479|0.96215042313863807788|-0.14774099936963377977|1.69775969826217898451|-0.33385370791299945337|1.16611502255401622286|1.20746807204784634138|2.10763968926095612844|-2.30701907026711161564|-0.37893908190510450229|0.21183778799651925562|0.02133923994014775768|-0.49379099745296523016|-1.38950400631446635558|-0.13253489455876782399
ai029150.01|-0.31184909115151837611|0.16494733106962244928|-0.15328642999480573961|-0.06749607431007233205|-0.67606092478479740127|-0.47270761321394494381|-0.72793489683340639740|-0.06549799001740727600|0.90942807172723727493|-0.18292436053118893424|0.13508271628118156960|-0.06555138395612185309|1.37724742266300781424|0.68941056703399361538|-0.00072697308635841630|-0.50220474816984728150|-0.47661922583977844869|-0.00267029943382335842|-1.15246508823815663192|-0.74472840812195773008|-0.13253489455876782399
ai188155.01|-1.26098948236695296288|-1.11958714492096000903|-0.03552624476173443790|0.11398039563036632682|2.11528541069450071177|-0.42344106497634581565|0.64799756478469483501|-0.10200291499646031712|-1.05723235992280839568|-0.32694485047652588339|-2.04893098647458549166|0.05099870379001513604|1.29119626044718849300|-0.65096313797429461445|2.38094965614166254042|-0.36088745413826767150|-0.90624838651340111628|-0.11480089502568698034|-1.59018508066790209554|-0.14490884915315724313|-2.33254690656310481600
ai029131.01|-1.42158675084647745379|-1.96414661623219544140|-1.20347937342078203926|0.11398039563036632682|1.15427496073212143557|0.55649347550699590492|0.41752326080699564415|-0.13794661784840223095|-0.55578101327897044825|-0.29986587291176264314|-0.55246818938235964236|-0.30684418674493491030|-0.00928915844879075157|-1.21331027586376061222|-0.27431623468891497275|-0.45354669336856301420|-0.22894278200085979580|0.50831734836364628194|-0.70868364310974840681|-0.84136596139824881835|0.13826830988509705711
ai025572.01|-0.48907259801818886435|1.35181617343885740468|-0.43835218878470588733|-0.52989147951127701930|-0.54057277371684109291|-0.35583522536235245859|-0.51838068599451281315|-0.05354700306435546814|0.08570917774670619438|-0.31431238681514650501|-0.43464139452538952391|-0.11244243516078640532|0.86622813441077251007|-1.16838310023555225214|0.00462130487961033738|-0.32565287651932889323|0.01681307164177734542|-0.10321176062618941938|-0.07768910332375784933|0.36366371235870248446|-0.09674205000015183298
