RowHeader|vs.G_OperatingRevenueAccount|vs.D_G_OperatingRevenueAccount|vs.G_EPSAccount|vs.D_G_EPSAccount|vs.D_GrossMarginAccount|vs.D_OperatingMarginAccount|vs.D_EBITDAMarginAccount|vs.D_NetMarginAccount|vs.ROAAccount|vs.D_ROAAccount|vs.ROEAccount|vs.D_ROEAccount|vs.AssetTOAccount|vs.D_AssetTOAccount|vs.D_R_NetInterestExpense_OperatingProfitAccount|vs.D_R_Debt_EquityAccount|vs.D_CurrentRatioIAccount|vs.D_R_Cash_WCAccount|vs.D_R_Liabilities_AssetsAccount|vs.D_CCCAccount|vs.D_ResearchDevelopmentIntensityAccount
ai122841.01|1.01791088100967130892|0.50446306543574670478|0.51121560346947469977|0.21718973153945511645|0.02580294664110588040|-0.18523028999617072166|-0.51985615805757634522|0.12590128647201298540|0.00432717041042994868|0.26154167403140005099|-0.04956369954788848731|0.23451062252868515312|-0.86863710636170154977|0.73152717715384141250|0.03271542961945068939|-0.49053649412906397131|1.47848897691052028058|2.10297705947848667662|-0.70948448050159851341|-0.14490884915315724313|-0.38724526069790460303
ai030662.01|0.41308180271418803997|0.39492285298640178448|0.67442304706205180587|0.29649267246856764180|-0.71810329051910359865|-0.25132307160501488053|-0.11541045471358363228|0.10042651196849777806|0.53261663759052957356|0.31287444328655561465|-0.83366327207555535050|0.05099870379001460868|-0.75014097904788656912|0.81505114291543601102|-0.33275032472889076729|-0.36088745413826611719|2.38095238095238093123|-0.11480089502568698034|1.25616915725123323710|1.70076766572989801496|-0.33512201561097931801
ai187363.01|-1.72347972045787867224|-1.84078330422059277538|-0.03552624476173443790|0.11398039563036685418|-1.18291563938043720050|-0.89558394471401947534|-1.61587642375285889251|-1.18924289135896987801|-1.94615589635489727449|-1.78111569942999792282|-1.91840069112825428732|-1.84103643714519549235|0.57721623104259400794|-0.54298104951100090165|-0.00072697308635841630|-0.12450357157671784747|1.22253223354928719502|2.38095238095238093123|-0.52374000173283619120|0.85981138754175501226|-0.13253489455876782399
ai029609.01|0.30228069775854221612|-0.68137664457904267845|0.04710534440392779437|-0.13095440151037684995|-1.15749134673799436435|-0.28148698312660086485|-0.34587597634775502087|0.01312231792459227567|0.15650693519962532996|-0.05136062457508057399|-0.20943085722444737540|-0.06723851144672110536|-0.29173501093459991429|-0.24679426700769258041|0.12115747518807226668|-0.62671671807641837759|-0.88773244772720671936|-0.21697330613189066972|-1.47205654914251127252|0.33593094023551078875|-0.29279417754898390269
ai029217.01|-2.17916135939767885432|-0.25703236021096254049|0.06784849245297837339|1.56191006198161419505|1.83841355745121859400|2.34165001785385706867|0.23837302834794427131|1.39607550360088250585|-0.77792253681158718415|1.75517222912007220259|-0.66704566007452070764|1.57229864687045561844|-0.25728913967706379395|-1.83763133974287073968|-0.00072697308635841630|-2.18401875215251761730|1.59864322241139689140|-1.79532935474731325520|-2.37397723915416314355|0.70818994771742604932|-0.13253489455876782399
ai014477.01|-0.35558043691338142578|1.06137803274236608431|0.27525156573402220772|0.22891349285451054185|-0.01800818999159657305|0.45810433186594784472|0.32442281579159920613|0.51963296252946411524|0.15693454001240103590|0.61348552828044200513|0.51396401530083313247|0.62468842565259696809|-0.65162953045314819800|0.93177013125532037741|0.66563757746015206340|-0.16951815987207269343|-2.00555420559807551228|-0.11480089502568698034|-0.23522443931211658996|0.07013817721461336474|-0.13253489455876782399
ai064891.01|-1.05541670339489956909|0.03489010674466613837|-0.30256629579362176452|0.37627391781606017718|-0.31809019341178101925|-0.53080542729124002843|-0.35444987881339806712|-0.07219537028620755248|0.50904679063636149028|-0.29615647794016425332|0.01536341673206048294|-0.06695173638318011045|0.11471351786677183582|-0.71883924914395802563|0.03460385045241984314|-0.18867982061293189777|0.39450804545811746227|-0.19375373066934614696|0.34291396222477416034|0.84364374786565965447|-0.13253489455876782399
ai028930.02|0.00332276042828097288|0.13314243880512965923|0.41655809201634924621|-0.02965263840316404928|2.38093541905568928385|0.25415645414322890483|0.14124313892706549800|0.12897142667360220192|1.43017309100094602847|0.66350937901420492526|-0.83366327207555535050|0.05099870379001460868|1.80106202204630583275|2.11192615074650191787|-0.24243131966081088446|-0.36088745413826611719|1.44734679059456450290|-0.11480089502568698034|1.97203217861501611807|-0.14490884915315724313|-0.13253489455876782399
ai015044.01|1.69131712513177179247|-0.99251754255874014010|-0.03552624476173443790|0.11398039563036685418|0.92560664748999177398|2.37988483863631117288|1.57974237419690455297|2.31371555603573586524|-2.08621798074366004982|1.85701052656507581418|-1.99228671083828956512|1.27510993498321067996|-0.82544131221002081666|1.33936680461609181059|-0.00072697308635841630|0.27851836883453018334|0.09351971485548708773|-0.10697753582024019381|0.71432767961918031130|-0.14490884915315724313|0.94836606465816919442
ai007750.01|0.16288542799914557113|-0.00989433116620792343|-0.17310885051342886354|-0.42355446930320139742|-2.30035560750708656386|0.51513086125833784656|0.19463258192701279881|0.05515247286483311584|-0.80825254722687100983|0.06713492720226302279|-0.51806207185256392123|-0.64469876245235513412|-0.30189280356675246564|-0.56474192438262582616|0.09917005023339285630|-2.38001566831965538640|0.38245023431492281007|-1.30227276503202160640|-2.06754987436941428669|1.19764791995259889390|-0.13253489455876782399
ai028191.01|-0.19584923745813945239|0.36926332866000299848|0.67442304706205180587|0.09083321272495215037|-1.22168852364882329908|1.01244540710086461388|1.13461174369200645806|0.67707281363246585304|-0.96048612088269735843|0.12787607338808004709|0.05804402456821249751|0.33595686735769908493|-1.57677672530514745297|0.29527325136182885901|0.50408441288477701114|-0.33249841897844439886|-0.14360652381739774652|-0.11480089502568698034|-0.42231815535006439477|0.05794592323881977286|-0.13253489455876782399
ai028180.01|0.39915918629207303159|0.30740130144978605742|0.50548596804442158525|0.11751122351009855860|-0.01019091484141624628|0.38308414921378014517|0.34594025703619296630|0.23353071099567640490|1.52457296438007605666|0.51117833856301830853|1.85148015954561695473|1.01917641587934038050|0.40247564877844582698|0.83275606119949163730|-0.00030781789815124245|0.91682453736652602672|1.06894384247651341724|-0.11480089502568698034|0.91289231778540913531|-1.77939725395893177939|-0.13253489455876782399
ai027928.01|-0.38275209893478623346|0.15033410531527197085|0.38104731388261298131|0.56359308646922889885|0.36569903458393598905|0.71763009820830270247|1.38107869231006241684|0.30824678083770334913|1.50145677004797195586|0.66534874824839074225|1.38519650367642777056|1.22514105587919863716|-0.30833882302319515212|1.03176202593517518658|-0.34238002169289277754|1.12147642548591797151|1.62681903615122913642|1.40124065880256165606|1.78724728615192685055|-0.14490884915315724313|-0.87607805325604237723
