RowHeader|col0|col1|col2|col3|col4|col5|col6|col7|col8
row0|0.18166565347953250731|0.18387576682901557446|0.11578778176712452297|0.19577409258413377979|0.20335822978231604674|0.26194317475651601734|0.17969538290216829912|0.20257674516963708466|0.19806179912367746776
row1|-0.00374872183620329324|0.01339798695160534549|-0.00917174560143118635|-0.00382683834295808115|-0.00031591553163798965|-0.02594911444582555238|-0.00980320234847091229|-0.01318402436800206884|-0.01370780030196813715
row2|0.06074911170054976550|0.01721178460311356684|-0.05034786322076058307|0.00016163794598951715|-0.01019309869677084528|-0.03477083566216971483|-0.01535016693039094847|-0.03151283723904671485|-0.01180940542834892429
row3|0.02649214085889133735|0.09425355243313089659|0.10625535051978188261|0.01630637047340984663|0.02896460446346139223|0.05015570082276243208|-0.01083411662122821771|0.03646574219901668051|0.05444234323792679353
row4|0.02254968984295181028|0.07723889691442444028|0.08159368206586785355|0.04534044609177335233|0.05634086743890866916|0.09602861464936618408|0.05320181570464802001|0.04836276947305247903|0.08969670305913970965
row5|-0.08429410725802335969|-0.04800078873750382447|-0.04724522030229391656|0.01306489140918680979|-0.03132360194750223592|-0.05234961804174887573|-0.04134013322645739563|-0.04956971128421868572|-0.07591780165629577470
row6|-0.07340301408076266299|-0.08536071755981629317|-0.03563532886988938359|-0.06874478470298384103|-0.03099815991927786993|-0.11335442034062419292|-0.03464361463491626852|-0.04429722551736832437|-0.11620496163085040908
row7|-0.07635377394833611775|-0.11569286360520043833|-0.06535407930358932971|-0.09862461117478554806|-0.11451510836277703498|-0.15872803086972586684|-0.07172860244644915784|-0.06579228477110707352|-0.10849899558024997392
row8|0.13873275931360767865|0.20155037647425272374|0.28032805175706593248|0.01097260837446599642|0.08052691701028899529|0.26962942175542364831|0.04544087481530929146|0.10925119527869020519|0.18675096644144237312
row9|0.41617240251979686905|0.35388489986529264586|0.29652697722636012223|0.25437194125123274713|0.30748095244722711827|0.52174267846814159633|0.29406096784884455664|0.35043900373171898988|0.46348510973765877363
row10|-0.18559467639331655997|-0.07420322094927245260|-0.12543375177816190602|-0.04676655947658658191|-0.13572725245420913520|-0.30133547949118333342|-0.16327094795787500114|-0.20806940377813859522|-0.32589153043658919406
row11|0.03987926328729610170|0.10280788242512285680|0.14507067583533592159|0.02829697099186443202|0.03486944826465458031|0.10016867837592603740|0.00785299325448478129|0.04414039201107847199|0.01780561176340768326
row12|0.11931115482323226273|0.08461006562219601512|0.03856233206767974153|0.00003073462658894559|0.00484421188083914052|-0.00309769476724898289|-0.00325764884142271637|0.01691133378938389567|0.01935490497668814619
row13|-0.32211228954701165428|-0.20109861918970603489|-0.11263712420602557673|-0.13018495309654065650|-0.17665263897754146516|-0.32552883808540772348|-0.16422050925959355561|-0.15905824889714778592|-0.25940285585527617096
row14|-0.31283636822822769030|-0.33598181390355574827|-0.37079566418803988626|-0.31323579489714475921|-0.29564080165369577280|-0.55109829275453736663|-0.29836250373999273489|-0.33944180251484051825|-0.35310953827529234506
row15|-0.06287239183960918742|0.03783149134897925009|0.07216298097716303261|0.00692971474688322715|0.01533778667013995477|0.00498952339926904583|-0.01335778304955924194|0.00264368937194171512|0.02086864423745634148
row16|0.17153954578308425183|0.20458955104467385633|0.39538326412622515349|0.15294780903745733291|0.20748643606969457975|0.35482049191081815875|0.18793671094093206131|0.21233631889810006266|0.23246584703429118424
row17|0.09090441408529403855|0.08403196779457330901|0.02747175817889979665|0.01741732259401305299|0.04148256842299002933|-0.11245103015899166055|0.01242091562018017049|-0.01236892822293345767|-0.05303775989224607246
row18|0.08859603130765315859|0.15146094392359610303|0.16262087311600265105|0.05956512891854977981|0.09007371968616934010|0.12134608692364930171|0.05398554902115079712|0.07682415623379111602|0.09204312519704409279
row19|0.16769738128615344075|0.13021310075740308299|-0.03351804826181672969|0.21537414771275012471|0.16290165143118959246|0.18417646226786996144|0.12957241276865966162|0.09888662224716901483|0.19200742425326339236
row20|0.02632432801307096545|-0.01027029671340801316|0.07437728019770521726|0.03190373863740752353|0.03632593691711005074|0.06347722411508963103|0.02633265230511368585|0.00886595926426109529|0.02707776788553107467
row21|0.01280795635882336567|-0.01445145423063138972|-0.04742510858765967841|0.00485673490517821681|0.00318007981101412407|0.01917017222576078428|0.00739191894559871991|-0.00866355406506373951|0.02046145309165828263
row22|-0.04031666726594013150|-0.00338814243100797954|-0.06736909076129093954|0.02613513037341535367|0.04878434083762033663|0.04843902440886594524|0.03598578602053221359|0.03077275354525376913|0.08384889603539470715
row23|0.02389466089420346981|0.00175309898250865367|-0.04533602773008690856|-0.05643064701098046698|-0.04350914470563325281|-0.10280898792366016670|-0.04340695929806492881|-0.08657567741424282426|-0.15264771057692905210
row24|0.02685409575727650683|0.06353099321587724058|0.16062050763078056237|0.04403006203275398184|0.09465874212309714764|0.15159294343610529854|0.07151996286722435425|0.09271405919918479510|0.10034499373332193828
row25|-0.11012615318195501102|-0.16304264744192095704|-0.24059340379219409933|-0.07684375385905814482|-0.09159935481339975816|-0.16804015032996982848|-0.07708306507124400297|-0.09645839829393582088|-0.06611808145109791812
row26|-0.05124782141195105556|0.01504873715445119615|0.01628639979709161842|-0.01605994660995423151|-0.02803506781415363025|-0.05260511048130853823|-0.03457432524959220405|-0.04461834610375143423|-0.07655055533580369664
row27|0.01913718241093455633|0.07614528295406201852|-0.04698912603405820676|0.02922698564449358744|-0.03559774264563692059|-0.09256887736872024264|-0.04073759550395031348|-0.09443154315596684334|-0.10023781214922819482
row28|-0.07143592639083728990|-0.08623256747722161941|-0.15885986578759531129|-0.06736209365999834553|-0.07107620594304017714|-0.13578371220878962533|-0.05800566946695445703|-0.06941970507916803146|-0.04868452264128537987
row29|-0.04351719409612390954|0.01559863578013418253|-0.02135121606450803705|0.01176637655408925044|0.02371924156105864948|0.01385484840061913803|0.01655715948407374821|0.00942435441837114266|0.03937029209493021764
row30|-0.09360888686124364810|-0.05833765196507677969|-0.09140282418740031112|-0.09531912601402320329|-0.11064282611664420786|-0.21129152607804205233|-0.11319742069941181317|-0.11572888986323780214|-0.14441851831321719790
row31|0.00674250218914384906|0.03067522239173257198|-0.00805288190589161998|0.01610967434763381501|0.00428465857579908745|-0.00714909776681075387|0.00073301511734847431|-0.02011858250253821881|-0.01899029958883600988
row32|-0.22693776768901019469|-0.21147499967715924218|-0.20401946185333094674|-0.13104413465390654658|-0.15417766359422607758|-0.30261182762479610364|-0.14711973882829271210|-0.16393912903862919994|-0.28426829621136967541
row33|-0.02851307923447744808|0.13653630511627926070|0.25979194941143463060|0.09224612176985894085|0.10217692304850629903|0.19416429317367916996|0.03496912419325694937|0.12192746148238539639|0.11329173662655282750
row34|-0.09160827184481688812|-0.09591683930103481193|-0.16561632100992462746|-0.01620141011892786698|-0.00665687219607741590|0.00661614042057670493|-0.04254463687681241113|-0.01492366841394907745|0.23889523881406637962
row35|-0.03166916837101384913|-0.00450451173571073983|-0.01790858001585072384|-0.02326516629141851811|-0.04811238503407760242|-0.06096702504424850178|-0.04277894050592443570|-0.03943142506584254581|-0.06592021704386877290
row36|0.05864815210762158032|0.11200142208175989378|0.06844520735199111083|0.07346486255699612167|0.05848650308936832742|0.20012226333541369150|0.06044920279088508708|0.10094039587420394755|0.15213423070694981343
row37|0.03035762850153930770|0.15390900178895214334|0.16565012705545914540|0.12113525484021224476|0.12645654632256508876|0.02336146510858988501|0.10600792416648932570|0.09439517647755275853|-0.02557534829784527050
row38|0.06872652226513312201|0.08003646817701615124|0.03580115787062593258|0.03554988938157141454|0.03280071617149220298|0.01994381853730937265|0.02599316655011737337|-0.01135800573388350346|-0.02264786301406374394
row39|0.15150924449281141793|0.18379208483455519718|0.02382906803941377272|0.09202565991819959546|0.04779890774317425289|0.09136883793326557035|0.01133188180696810370|0.03686406603500446549|0.11000109826966078530
row40|-0.20995129192912170835|-0.12554998239507228486|-0.09180892426682024654|-0.05399761260903489235|-0.03700832323215128700|-0.08254107261048616861|-0.01077020083904682395|-0.00325204952887774186|-0.09679841217190496283
row41|-0.07888376709879577064|-0.03161907324860108864|-0.08364012988765549828|-0.03674505564688331644|-0.04708577430108484840|-0.08663263716181418550|-0.06313933388707586303|-0.05837330276490713954|-0.05552195645368256105
row42|-0.19327223285405631392|-0.17332654950226253354|-0.16964743631649559230|-0.04117878460647367289|-0.10026689313391833058|-0.07742170271915134461|-0.07648779753476243892|-0.03821020661962405002|-0.04820008182114549067
row43|0.03963537671084196162|0.10428758219546335750|0.13110893318624511350|0.04868460066854990442|0.03989866609577723960|0.10212440015928252179|0.02015978781343288895|0.06633240187631418705|0.07002969472467705792
row44|0.14762120840085074525|0.22193512955752883742|0.26526579975275926815|0.16679336661346755299|0.15200772694899142290|0.28303697569458430294|0.12843067077003897380|0.16879462834563779827|0.19409860196985195824
row45|0.01828334140749506009|0.03561599288388796192|-0.02078977736833299145|-0.02173985635023099189|0.01541465183873955494|-0.01453678714534556264|0.01294480851223357536|0.00535910376084731965|0.02400341995470768597
row46|0.09639797151464919722|0.13206597909243220079|0.17357753736157677249|0.05164386656165662060|0.08753520200956482755|0.18362536097296372484|0.08545750325477577403|0.10764406688527933253|0.08822506675704477885
row47|-0.13093155639253836742|-0.16568970229326038246|-0.33312432930985724777|-0.20888740943906924930|-0.24853730744161223187|-0.56835895195593799656|-0.24743789984304923046|-0.36470795353464252608|-0.43116753336089641557
row48|0.14039318033701853050|0.13567218269240441386|0.17877002257851054567|0.17499978622899831082|0.14832728248445076202|0.12912078249383387996|0.14802801841893389878|0.12465836288026573009|0.08805461168854980536
row49|-0.11296191778241246317|-0.09271039243391056284|-0.17640277440214446880|-0.02552841221541948466|-0.12207855948127015189|-0.03417134331604385067|-0.06555408725365353961|-0.10254010658926471233|-0.08093484249678867259
row50|0.07214245686596150453|0.06243885358522057588|0.03060341075102946881|0.03579447376868399866|0.03133014327586211567|0.02340921069498017731|0.02286681031428222308|0.03550712395736352334|0.03338095050845999584
row51|-0.06090470379420079988|-0.03887525343427673113|-0.04607729454536228092|-0.13605833338386727482|-0.11527743216933521164|-0.29522144167835018269|-0.11072458115344176177|-0.14669704833555768930|-0.22326953634706397933
row52|0.28420573373108487525|0.24258359013058594655|0.05359564630601031110|0.24558960311944008637|0.20758002341429504511|0.25728689110894259473|0.20758652799657981158|0.16740582693879749177|0.23424452664024278392
row53|0.08398948060572714036|0.13605968276914154336|0.23287692683291150164|0.17489147081308784037|0.22779781380906749533|0.36898534520601022901|0.21422093846805342898|0.25343721073138186783|0.27757759883551952340
row54|-0.20267330716231463095|-0.13926539279355423795|-0.07931377596710373346|-0.03586680272039165229|-0.03205081924125644660|0.00018116686942273516|-0.00687993146184890346|0.01462357438620777265|0.02639114414130824815
row55|0.19121247677209735061|0.21012874119155894315|0.21763119099390132449|0.13811013692437221212|0.09935042042142464003|0.19022863177258195200|0.10845477069233810941|0.07674701242869319540|0.10168454625006201342
row56|-0.04141708442883194202|-0.01759242627755965710|0.07191176535600529718|-0.04703066162024752139|-0.04269261891413328458|-0.04606793041023376362|-0.01310932272005872409|-0.03528411382082305425|-0.15519256368516720634
row57|0.14923639653564702012|0.23167954435282228642|0.22734474744401378388|0.10029882142548800228|0.12808186641512595005|0.13202436676114492897|0.09520469026278506608|0.11648274387433056598|0.09905578020453927046
row58|-0.00998086086916329975|0.01904295090350555802|-0.03583974876708603818|-0.03317568153771392747|-0.04892991639289794026|-0.05636056467014294302|-0.04517921699745826997|-0.07205241927661173995|-0.09593842569801347420
row59|0.07793733591974248698|0.11065314337827118762|0.09340575558710693949|0.03963984633480582831|0.04277399519073133566|0.02621167002033848378|0.01726990891587165677|0.05753501368259046622|0.06618774624112148952
row60|-0.05080597005416427614|0.08985368842428882730|0.11515027069428321327|0.00890242228994492582|0.00601998194977117901|0.12841354348506273109|0.01437499527510704631|0.02111956391806267541|-0.00515533870690979001
row61|0.07135484740296522965|0.09556488820050869359|0.08757093614685321215|0.05927795675124428176|0.05183048233938001431|0.07696294594930248867|0.03060918706598709724|0.04473688396716311855|0.07344509459872010371
row62|0.00723178717881209181|0.00542180272809495486|0.04042035933931664021|-0.02589483274562586271|-0.00897200946331218156|-0.09502332530485918527|-0.04037390511497109674|-0.04246017707138128455|-0.09810633483356807905
row63|0.15571351087146842462|0.15463365329314904262|0.17098567948924492388|0.02767684291702826593|0.16742747218994213920|0.06427753229909302646|0.10213254285170515756|0.07862648259998339384|0.03630295066724308767
